text,blanks
"Dude, real talk? ______.",1
"During his childhood, Salvador Dal&iacute; produced hundreds of paintings of ______.",1
"Dustin Browder demands more ______ in StarCraft&reg;.",1
"E Rod has a new dance move called ______.",1
"EA Sports! It's ______.",1
"Eat your ______, son.",1
"Eating ______ gave me ______.",2
"Egoraptor's fiancee is actually a ______.",1
"end bonus misprint bonus card",1
"End Canadian Black Cards",1
"end first expansion",1
"Enemies of Diamanda Hagan have been known to receive strange packages filled with ______.",1
"Enjoy ______ while you play your Xbox one!",1
"Equestrian researchers have discovered that ______ is The 7th Element of Harmony.",1
"Even Kyle thinks ______ is pretentious.",1
"Even ______ is/are better at video games than Northernlion.",1
"Every Morning, Princess Celestia Rises ______.",1
"Every now and then, I like to participate in the time-honored Japanese tradition of ______.",1
"Every step towards ______ gets me a little closer to ______.",2
"Every weekend, Golby enjoys drinking ______ before getting into a fight with ______ and having sex with ______.",3
"Every weekend, Golby likes to ______ then ______ before finally ______.",3
"Everybody wants to know about me, but they don't know about my ______.",1
"Everyone on this site has such strong opinions about ______.",1
"Everyone really just goes to the cons for ______.",1
"Everyone thinks that because I'm a furry, I'm into ______. Unfortunately, they're right.",1
"Everyone thinks they're so great, but the only thing they're good at drawing is ______.",1
"Everypony was shocked to discover that Scootaloo's cutie mark was ______.",1
"Everything's better with ______.",1
"Everything's coming up ______.",1
"Excuse you, I'm a were- ______.",1
"Fans started a kickstarter for a new ______ game.",1
"Fight, fight, fight, ______?",1
"Fighting ______ by moonlight! Winning ______ by daylight! Never running from a real fight! She is the one named ______!",3
"Finding something like ______ would turn this run around.",1
"Florida's new crazy is about ______.",1
"Follow MichaelALFox on Twitter and you can see pictures of ______.",1
"Fool me once, I'm mad. Fool me twice? How could you. Fool me three times, you're officially ______.",1
"For a late night snack, Nash made a sandwich of ______ and ______.",2
"For my first attack, I will juggle ______ to impress you.",1
"For the next Anniversary event, the TGWTG producers must battle ______ to get ______.",2
"Forget everything you know about ______, because now we've supercharged it with ______!",2
"Fox would still be here if not for ______.",1
"Fresh from Japan: The new smash hit single by ______ titled ______.",2
"From the creators of Tiger & Bunny: ______ & ______!!",2
"From the twisted mind of Nabeshin: An anime about ______, ______, and ______.",3
"Fuck it, I mean ______, right?",1
"Fuck the haters, this is ______.",1
"Fuck you, I'm a ______.",1
"Fuck ______, get ______.",2
"Fuck, I found a ______.",1
"GaLmHD is so pro at almost every game he plays yet he can`t play ______!",1
"Game Grumps: sponsored by ______.",1
"Get double XP for Halo 3 with purchase of ______.",1
"Get in my ______ zone.",1
"Giggle at ______!",1
"Give ______ a chance! He'll grow on you!",1
"Good evening! I am ______ of ______.",2
"Grand Theft Auto&trade;: ______.",1
"Green loves the new Paranautical Activity item ______, but keeps comparing it to the crossbow.",1
"GTA shenanigans would not be GTA shenanigans without Seananners dropping ______ on ______.",2
"Have fun, don't be ______.",1
"Hayao Miyazaki's latest family film is about a young boy befriending ______.",1
"He is a glitch. He is missing. He is ______.",1
"He might just save the universe, if he only had some ______!",1
"Hello anybody, I am ______ Patrol.",1
"Hello everybody, welcome to a new episode of ______ plays ______.",2
"HELLO FURRIEND, HOWL ARE YOU DOING?",1
"Hello, and welcome to Atop ______, where ______ burns.",2
"Hello, I'm a ______.",1
"Hello, I'm the Nostalgia Critic. I remember ______ so you don't have to!",1
"Here lies ______ : peperony and chease",1
"Here There Be ______.",1
"Hey guys, check out my ______ montage!",1
"Hey kids, I'm Nash, and I couldn't make ______ up if I tried.",1
"Hey Nash, whatcha playin'?",1
"Hey, you guys wanna come back to my place? I've got ______ and ______.",2
"High and away on a wing and a prayer, who could it be? Believe it or not, it's just ______.",1
"How did I avoid your attack? Simple. By ______.",1
"How did Northernlion unite Scotland?",1
"How do you get your dog to stop humping your leg?",1
"How is Bennett going to creep out Ask That Guy this time?",1
"How many nose hairs does ______ have?",1
"How many ______ does Mega Man get?",1
"Huh? What was that noise?",1
"I also take ______ as payment for commissions.",1
"I am in despair! ______ has left me in despair!",1
"I AM THE VOICELESS. THE NEVER SHOULD. I AM ______.",1
"I AM THE ______ CZAR!!!",1
"I asked Linkara to retweet ______, but instead, he retweeted ______.",2
"I beat Blue Baby with only ______ and ______!",2
"I can do ______ and die immediately afterward.",1
"I CAN ______ ACROSS THE ______.",2
"I can't believe I spent most of my paycheck on ______.",1
"I can't wait to meet up with my internet friends for ______.",1
"I certainly can't do it without you, and I know you can't do it without ______!",1
"I did ______, like a fucking adult.",1
"I didn't believe the rumors about ______, until I saw the videos.",1
"I do not know with which weapons World War III will be fought, but World War IV will be fought with ______.",1
"I don't even see ______ anymore; all I see are blondes, brunettes, redheads...",1
"I don't know how we got on the subject of dragon cocks, but it probably started with ______.",1
"I don't like the ______ flavor.",1
"I don't think my parents will ever accept that the real me is ______.",1
"I finally realized I hit rock bottom when I started digging through dumpsters for ______.",1
"I give this game a rating of ______.",1
"I got a new tattoo, it looks a bit like ______.",1
"I have never in my life laughed harder than the first time I watched ______.",1
"I have the bigger ______.",1
"I have ______, can you ______ me?",2
"I knew I had a problem when I had to sell ______ to pay for ______.",2
"I knew I needed to leave the fandom when I realized I was ______.",1
"I knew my boyfriend was a keeper when he said he'd try ______, just for me.",1
"I know of opinions and all that, but I just don't understand how anyone could actually enjoy ______.",1
"I love the ______, it's so bad",1
"I love ______. It's so bad.",1
"I never felt more accomplished than when I realized I could fit ______ into my ass.",1
"I never knew what ______ could be, until you all shared its ______ with me.",2
"I never thought I'd be comfortable with ______, but now it's pretty much the only thing I masturbate to.",1
"I never thought ______ would be so enjoyable.",1
"I prefer for MY exploitation films to have ______, thank you very much.",1
"I qualify for this job because I have several years experience in the field of ______.",1
"I realized they were a furry when they mentioned ______.",1
"I really didn't like what they did with the ______ Movie adaption.",1
"I remember when ______ was just getting started.",1
"I tell everyone I'm not a furry, but I've drawn a lot of ______.",1
"I tell everyone that I make my money off ""illustration,"" when really, I just draw ______.",1
"I tell you once, I tell you twice! ______ is good for economy!",1
"I think having horns would make ______ complicated.",1
"I thought being a ______ was the best thing ever, until I became a ______.",2
"I used to avoid talking about ______, but now it's just a part of normal conversation with my friends.",1
"I used to be an adventurer like you, until ______.",1
"I wanna put my ______ in her!",1
"I want to be the very best, like no one ever was! ______ is my real test, ______ is my cause!",2
"I want ______ in my mouflon RIGHT MEOW.",1
"I wasn't even that drunk! I just had some ______, ______, and ______.",3
"I watch movies just to see if I can find a Big Lipped ______ Moment.",1
"I whip my ______ back and forth.",1
"I will not eat them Sam-I-Am. I will not eat ______.",1
"I work out so I can look good when I'm ______.",1
"I would bend over for ______.",1
"I wouldn't call it a Battlestation, more like a ______.",1
"I wouldn't fuck ______ with ______ 's dick.",2
"I wouldn't ______ you with ______.",2
"I write slash fanfiction pairing ______ with ______.",2
"I ______ so you don't have to.",1
"I'm about 50% ______.",1
"I'm an expert on ______.",1
"I'm going to die watching ______ review ______.",2
"I'm here to ______ and chew bubble gum, and I'm all out of gum.",1
"I'm in the permanent ______ state.",1
"I'm in ur base, ______",1
"I'm looking forward to Jesuotaku's playthrough of Fire Emblem: ______.",1
"I'm more awesome than a T-rex because of ______.",1
"I'm no longer allowed near ______ after the incident with ______.",2
"I'm not a ""furry,"" I prefer to be called ______.",1
"I'm not even aroused by normal porn anymore, I can only get off to ______ or ______.",2
"I'm not even sad that I devote at least six hours of each day to ______.",1
"I'm not even SELLING ______!",1
"I'm only gay for ______.",1
"I'm sorry Timmy, but I must ______ you.",1
"I'm sorry! I'm sorry! I didn't mean to accidentally walk in on you while you were ______!",1
"I'm under the ______.",1
"I'm writing a porn comic about ______ and ______.",2
"I'm ______ under the table right now!",1
"I'd like to be ______.",1
"I'd sacrifice ______ at the Altar.",1
"I'll roleplay ______, you can be ______.",2
"I'M-A FIRIN' MAH ______!",1
"I'ma smother you in my ______!",1
"I've always wanted to become a voice actor, so I could play the role of ______.",1
"I've been into ______ since before I hit puberty, I just didn't know what it meant.",1
"I've been waiting all year for ______.",1
"I've been ______ again!",1
"I've covered ______, you know.",1
"I've got the whole world in my ______.",1
"If a dog and a dolphin can get along, why not ______ and ______?",2
"If a pot of gold is at one end of the rainbow, what is at the other?",1
"If Gordon Freeman spoke, what would he talk about?",1
"IF I CAN'T BE ______, I SURE AS HELL CAN BE ______!!",2
"If I wanted to see ______, I'll stick with ______, thank you very much.",2
"If I was a magical girl, my cute mascot sidekick would be ______.",1
"If Jack was frog and you kissed him, what would he turn into?",1
"If life gives you ______, make ______.",2
"If my parents ever found ______, I'd probably be disowned.",1
"If sloth ______ are wrong I don'&trade;t want to be right.",1
"If the anime industry is dying, what will be the final nail in it's coffin?",1
"If the ______ wasn't there, I would do. But it's there, so it's not.",1
"If you are able to deflect ______ with ______, we refer to it as ""Frying ______ "".",3
"If you ask me, there need to be more shows about ______.",1
"If you could fuck anyone in the world, who would you choose?",1
"If you could have any superpower, what would it be?",1
"If you don't know what ______ is, you can't go to ______.",2
"If you got $1,000,000 per week, would you ______, but in the next day, you'd have to ______?",2
"If you like it, then you should put ______ on it.",1
"If you value your life, never mention ______ around Oancitizen.",1
"If you were allowed to do one illegal thing, what would it be?",1
"If ______ evolved from ______, why the fuck is there still ______, dude?!",3
"If ______ got to direct an Uncanny Valley short, it would have featured ______.",2
"In a fit of rage, Princess Celestia sent ______ to the ______ for ______.",3
"In a new latest announcement video, ______ has announced an appearance at ______.",2
"In a news conference, Obama pulled out ______, to everyone's surprise.",1
"In a stroke of unparalleled evil, Discord turned ______ into ______.",2
"In a surprise twist, the villain of Linkara's next story arc turned out to be ______.",1
"In a world without humans, saddles are actually made for ______.",1
"In her newest review, Diamanda Hagan finds herself in the body of ______.",1
"In his latest review, Phelous was killed by ______.",1
"In his most recent Avatar vlog, Doug's favorite thing about the episode was ______.",1
"In his new Co-op work SSoHPKC will be playing ______ with ______.",2
"In his next movie, Will Smith saves the world from ______.",1
"In his second term, Obama will rid America of ______.",1
"In Kingdom Hearts, Donald Duck will be replaced with ______.",1
"In my new show, I review ______ while dressed like ______.",2
"In my past life, I was ______.",1
"In the future of 199X, the barrier between our world and the demon world is broken, and thousands of monsters invade our realm to feed upon ______.",1
"In the future, ______ will fuel our cars.",1
"In the latest chapter of Golgo 13, he kills his target with ______.",1
"In the latest chapter of Toriko, our hero hunts down, kills, and eats a creature made entirely of ______.",1
"In the latest episode of Case Closed, Conan deduces that it was ______ who killed ______ because of ______.",3
"In the name of the moon, I will punish ______!",1
"In the new DLC for Mass Effect, Shepard must save the galaxy from ______.",1
"In the newest Cheap Damage, CR looks at the trading card game version of ______.",1
"In the next episode of Press Heart to Continue: Dodger talks about ______.",1
"In the next episode, SpongeBob gets introduced to ______.",1
"In the next Punch Out!!, ______ will be the secret final boss.",1
"In this corner, ______ ; in the other corner, ______ ; it's Game Grumps VS!",2
"In this episode of Master Keaton, Keaton builds ______ out of ______ and ______.",3
"In this week's gauntlet, ChilledChaos challenges Tehsmarty to ______.",1
"In this week's gauntlet, Tehsmarty challenges ChilledChaos to ______.",1
"In today's Driftor in-depth episode we shall look at ______.",1
"In truth, the EVA units are actually powered by the souls of ______.",1
"In trying to ban ______, Florida accidentally banned ______.",2
"In ______ We Trust.",1
"Inexplicably, the only thing the parasprites wouldn't eat was ______.",1
"Instead of playing Cards Against Humanity, you could be ______.",1
"Invaded the world of ______.",1
"Ironic ______ is still ______.",2
"Is a man not entitiled to ______?",1
"Is it weird that I want to rub my face on ______?",1
"Is there anything to gain from this?",1
"It all started with ______.",1
"It has been said... That there are entire forests of ______, made from the sweetest ______.",2
"It is my dream to be covered with ______.",1
"It is often argued that our ancestors would have never evolved without the aid of ______.",1
"It never fails to liven up the workplace when you ask your coworkers if they'd rather have sex with ______ or ______.",2
"It took hours to edit ______ into the video.",1
"It turns out Hitler's favorite pony was ______.",1
"It was all going well until they found ______.",1
"It was the happiest day of my life when I became the proud parent of ______.",1
"It's a little worrying that I have to compare the size of ______ to beverage containers.",1
"It's a ______ out there.",1
"It's dangerous to go alone! Take this:",1
"It's difficult to explain to friends and family why I know so much about ______.",1
"It's DJ Manny in the hizouse, playing ______ all night long!",1
"It's just that much creepier when 40-year-old men are into ______.",1
"It's like ______ with guns!",1
"It's like ______ with ______!",2
"It's no secret. Deep down, everybody wants to fuck ______.",1
"It's no use! Take ______!",1
"It's not a boulder! It's ______!",1
"It's not bestiality, it's ______.",1
"It's not my fault. Somebody put ______ in my way.",1
"It's not nudity if there's ______.",1
"It's really hard not to laugh at ______.",1
"It's the end of ______ as we know it.",1
"It's true that Green9090 is ______, but we must all admit that Ohm is better at ______",2
"It's ______, ya dangus!",1
"IT'S NOT ______!",1
"IT'S ______ TIME!",1
"Jill, here's a ______. It might come in handy if you, the master of ______, take it with you.",2
"Jizzing all over ______.",1
"Joel plays ______.",1
"Jon and Arin suck at ______.",1
"Jon and Arin win! They realize ______ is more important.",1
"Jon believes that the most important part of any video game is ______.",1
"Jon can't get enough of ______.",1
"Jon can't survive air travel without ______.",1
"Jon just wants to touch ______.",1
"Jon's mom called him to tell him about ______.",1
"JON'S ______, SHOW US YOUR ______.",2
"Jorgi the Corgi most definitely enjoys ______.",1
"JSmithOTI is referred to as a Scumlord, but his friends call him ______.",1
"JSmithOTI: Total ______.",1
"Just announced: The brand new anime adaptation of ______, starring ______ as the voice of ______.",3
"Justin Beiber's new song is all about ______.",1
"JW confirms, you can play ______ ,",1
"Karaoke night! I'm totally gonna sing my favorite song, ______.",1
"Keith Richards enjoys ______ on his food.",1
"Kill it with ______!",1
"Kirby has two iconic abilities: suck and ______.",1
"Knowing Chilled's knowledge with Minecraft, he'll probably use ______ on ______ in his next video.",2
"Kotaku addresses sexism in ______ in their latest article.",1
"Krazy Mike lost to ______!",1
"Kyle's next student film will focus on ______.",1
"Ladies and gentlemen, I give you ______... COVERED IN BEES!!!",1
"Lady Gaga has revealed her new dress will be made of ______.",1
"Last Thursday, Riorach was identified in public and she proceeded to ______.",1
"Last time I took bath salts, I ended up ______ in ______.",2
"Lauren Faust was shocked to find ______ in her mailbox.",1
"Legend has it, the Thug of Porn was arrested for ______.",1
"Leon Thomas almost named his show Renegade ______.",1
"Let's all rock out to the sounds of ______.",1
"Let's do ______ again! This is fun!",1
"Let's Look At: ______.",1
"Lifetime&reg; presents ______, the story of ______.",2
"Lindsay could fuck up ______.",1
"Linkara now prefers to say ______ in lieu of ""fuck"".",1
"Linkara was shocked when he found out Insano was secretly ______.",1
"Linkara's next story arc will involve him defeating ______ with the power of ______.",2
"Linkara's Yu-Gi-Oh deck is built up with nothing but ______.",1
"Liquid! How can you still be alive?",1
"Listen to the ______ on this shit.",1
"Little Miss. Muffet sat on her tuffet, eating her ______ and ______.",2
"Live long and ______.",1
"LLLLLLLLLLLLLET'S ______!",1
"LoL stole their new character design off of ______.",1
"Long story short, I ended up with ______ in my ass.",1
"Look at that ______ -ass ______!",2
"Look at this guy, he's like ______.",1
"Look, it's ______!",1
"Luke Mochrie proved he was still part of the site by ______.",1
"Luke's newest character is ______, the Inner ______.",2
"Luna didn't help in the fight against Chrysalis because she was too busy with ______.",1
"Lupin the III's latest caper involves him trying to steal ______.",1
"Lying about having ______ to get donations, which you spend on ______.",2
"Madoka Kyouno's nickname for Muginami's older brother is ______.",1
"Make a contract with me, and become ______!",1
"Make a dub cast. ______ as ______, ______ as ______, & ______ as ______.",6
"Make a harem.",5
"Make a love triangle.",3
"Make a WTFIWWY story.",3
"Make a yaoi shipping.",2
"Mama always said life was like ______.",1
"Mamoru Oshii's latest film is a slow-paced, two hour-long cerebral piece about the horrors of ______.",1
"Microsoft revealed that the Xbox One's demos had actually been running on ______",1
"MikeJ's next sexual conquest is ______.",1
"Mom, I swear! Despite its name, ______ is NOT a porno!",1
"More like the Duke of ______, right?",1
"Most cats are ______.",1
"My apologies to the ______ estate.",1
"My channel is youtube.com/ ______.",1
"My cutie mark would be ______.",1
"My favorite episode of ______ is the one with ______.",2
"My favorite hentai is the one where ______ is held down and violated by ______.",2
"My girlfriend won't let me do ______.",1
"My landlord had a lot of uncomfortable questions for me when when he found ______ in my bedroom while I was at work.",1
"My life for ______!",1
"My Little Sister Can't Be ______!",1
"My love for you is like ______. BERSERKER!",1
"My name is ______ and today we'll be checking out ______.",2
"My name is ______, and I hate ______!",2
"My name is-a ______ and i likea da ______.",2
"My next fursuit will have ______.",1
"My Original Character's name is ______.",1
"My original species combines ______ and ______. It's called ______.",3
"My secret tumblr account where I post nothing but ______.",1
"My ______ is the ______ that will pierce the heavens!! *same white card used for both blanks*",2
"My ______ is too big!",1
"My ______ is trying to die.",1
"Nash had a long day at work, so tonight he'll stream ______.",1
"Nash rejected yet another RDA request for ______.",1
"Nash will build his next contraption with just ______, ______, and ______.",3
"Nash's newest made-up curse word is ______ - ______ - ______!",3
"Nash's recent rant about Microsoft led to ______.",1
"Nash's Reviewer Spotlight featured ______.",1
"New from Studio GAINAX: ______ the Animation.",1
"New rule in the RDA Drinking Game: Every time ______ happens, take a shot!",1
"Next January, the Nostalgia Critic is doing ______ Month.",1
"NEXT TIME ON GAME GRUMPS: ______.",1
"Next time on Obscurus Lupa Presents: "" ______ IV: The Return of ______ "".",2
"Nights filled with ______.",1
"Nightshade: The Claws of ______.",1
"No Enforcer wants to manage the panel on ______.",1
"No matter how I look at it, it's your fault I'm not ______!",1
"No matter how many times I see it, ______ always brings a tear to my eye.",1
"No matter how you look at it, ultimately ______ is responsible for ______.",2
"No one in the office expected the bromance between ______ and ______.",2
"No one likes me after I posted ______ in the TMI thread.",1
"No one man should have all that ______.",1
"No one wants to see your ______.",1
"No, look, you don't understand. I REALLY like ______.",1
"Nobody believes me when I tell that one story about walking in on ______.",1
"Northernlion always forgets the name of ______.",1
"Northernlion has alienated fans of ______ by calling them ______.",2
"Northernlion has been facing ridicule for calling ______ a rogue-like.",1
"Northernlion was fired from his teaching job and had to flee South Korea after an incident involving ______ and ______.",2
"Northernlion's cat Ryuka is known for ______ while he records.",1
"Northernlion's doctor diagnosed him today with ______, an unfortunate condition that would lead to ______.",2
"Northernlion's latest novelty Twitter account is @ ______.",1
"Northernlion's refusal to Let's Play ______ was probably a good call.",1
"Not many people know that Tara Strong is also the voice of ______.",1
"Nothing makes Pinkie smile more than ______.",1
"Nothing ruins a good anime faster than ______.",1
"Now! Face my ultimate attack!",1
"Number one! With a bullet! Zoom in on the ______!",1
"Objective: ______",1
"Of all the things that Ryan and Josh have in common, they bond together through their mutual love of ______.",1
"Of Course! Don't you know anything about ______?",1
"Of my entire collection, my most prized possession is ______.",1
"Oh god, I can't believe we ate ______ at PAX.",1
"Oh great, ______ is doing another ______ game LP.",2
"OH MY GOD JC, A ______",1
"OH MY GOD THIS IS THE GREATEST ______ I'VE EVER SEEN IN MY LIFE!",1
"Oh my god, he's using ______ magic!",1
"Oh, it's ______!",1
"Oh, you're an artist? Could you draw ______ for me?",1
"Ohmwrecker is known for his MLG online play. What people don't know is that he's also MLG at ______.",1
"Okay, I'll admit it. I would totally go gay for ______.",1
"Okay, ______? Pretty much the cutest thing ever.",1
"On a night out, Golby will traditionally get into a fight with a ______ then have sex with a ______ before complaining about a hangover from too much ______.",3
"On its last dying breath, ______ sent out a cry for help. A bunch of ______ heard the cry.",2
"On the mean streets of Tokyo, everyone knows that ______ is the leader of the ______ Gang.",2
"On the next episode of Dragon Ball Z, Goku has a fierce battle with ______.",1
"On the next episode of Dragon Ball Z, ______ is forced to do the fusion dance with ______.",2
"On the next WTFIWWY, Nash will give us a brief history of ______.",1
"On the other side of the Plot Hole, the Nostalgia Critic found ______.",1
"On this episode of PKA Woody and Wings talk about ______.",1
"On tonight's Let's Play, the AH crew plays ______.",1
"Once I started roleplaying ______, it was all downhill from there.",1
"Once upon a time, the land of Equestria was ruled by ______ and ______.",2
"One does not simply walk into ______.",1
"One of these days i'm just gonna shit my ______.",1
"One slice of ______ please.",1
"One thing Northernlion was right about was ______.",1
"One thing you almost never see in anime is ______.",1
"Only casuals like ______.",1
"Only in Korea can you see ______.",1
"Only my internet friends know that I fantasize about ______.",1
"Only Totalbiscuit would spend an hour long video discussing ______.",1
"Pay no attention to ______ behind the curtain!",1
"PC gamers have made a petition to get ______ on their platform.",1
"People die when they are ______.",1
"People like ______.",1
"Personals ad: Seeking a female who doesn't mind ______, might also be willing to try a male if they're ______.",2
"Pewdiepie's going to play ______!?",1
"Pikachu, use your ______ attack!",1
"Pimp your ______!",1
"Plan a three course meal.",3
"Ponyville is widely known for ______.",1
"Ponyville was shocked to discover ______ in Fluttershy's shed.",1
"Pop Quiz: Beatles Song- ______ terday.",1
"Praise the ______!",1
"Praise ______!",1
"Prince Blueblood's cutie mark represents ______.",1
"PS3: It only does ______.",1
"Pumpkin doesn't want this.",1
"Put a hole in that ______!",1
"Putting ______ in ______? That doesn't go there!",2
"Rainbow Dash has always wanted ______.",1
"Rainbow Dash is the only pony in all of Equestria who can ______.",1
"Rainbow Dash received a concussion after flying into ______.",1
"Rarity has a long forgotten line of clothing inspired by ______.",1
"Rarity was supposed to have a song about ______, but it was cut.",1
"Rarity's latest dress design was inspired by ______.",1
"Reactions were mixed when ______ joined TGWTG.",1
"Real men watch ______.",1
"Real talk? Is that ______ ______?",2
"Real talk? ______.",1
