text,blanks
"Sage has presented JO with the new ecchi series ______.",1
"Sean got his head stuck in ______.",1
"Snowflame feels no ______.",1
"Snowflame found a new love besides cocaine. What is it? ______",1
"So let's dig into ______ #1.",1
"Some fangirls lay awake all night thinking of ______ and ______ together.",2
"STOP OR I WILL ______.",1
"Tara taught me that if you're going to engage in ______, then ______ isn't a good idea.",2
"The best Bad Movie Beatdown sketch is where Film Brain ropes Lordhebe into ______.",1
"The controversy over ad-blocking could be easily solved by ______.",1
"The easiest way to counteract a DMCA takedown notice is with ______.",1
"The invasion of Molassia was tragically thwarted by ______.",1
"The last time Welshy and Film Brain were in a room together, they ended up ______.",1
"The MAGFest Nerf War took a dark turn when ______ was waylaid by ______.",2
"The new site that will overtake TGWTG is ______.",1
"The newest fanfic trend is turning ______ into ______.",2
"The newest Rap Libs makes extensive use of the phrase ""______.""",1
"The newest reviewer addition to the site specializes in ______.",1
"The next crossover will have ______ and ______ review ______.",3
"The next person to leave Channel Awesome will announce their departure via ______.",1
"The next Renegade Cut is about ______ in a beloved children's movie.",1
"The next TGWTG porn spoof? ______ with ______!",2
"The Nostalgia Critic will NEVER review ______.",1
"The only thing Linkara would sell his soul for is ______.",1
"The RDA chat knew Nash was trolling them when he played ______.",1
"The real reason MAGFest was ruined was ______.",1
"The reason Linkara doesn't like milk in his cereal is ______.",1
"The secret of Linkara's magic gun is ______.",1
"The theme of this week's WTFIWWY is ______.",1
"The website was almost called ""thatguywith______.com"".",1
"They even took ______! Who does that?!",1
"This week, Nash's beer is made with ______.",1
"This weekend, the nation of Haganistan will once again commence its annual celebration of ______.",1
"To top One More Day, future comic writers will use ______ to break up a relationship.",1
"To troll the RDA chat this time, Todd requested a song by ______.",1
"Todd in the Shadows broke the Not a Rhyme button when the singer tried to rhyme ______ with ______.",2
"Todd knew he didn't have a chance after trying to seduce Lupa with ______.",1
"Turns out, that wasn't tea in MikeJ's cup, it was ______.",1
"Using alchemy, combine ______ and ______ to make ______!",3
"Viewers were shocked when Paw declared ______ the best song of the movie.",1
"WAIT! I have an idea! It involves using ______!",1
"We all made a mistake when we ate ______ at MAGFest.",1
"WE WERE FIGHTING LIKE ______.",1
"Well, I've read enough fanfic about ______ and Lupa to last a lifetime.",1
"Welshy is to ______ as Sad Panda is to ______.",2
"What broke Nash this week? ______",1
"What delayed the next History of Power Rangers? ______",1
"What did Doug bring to the set of To Boldly Flee? ______",1
"What did the commenters bitch about next to Doug? ______",1
"What do Brad and Floyd like to do after a long day? ______",1
"What does Linkara eat with his chicken strips? ______",1
"What does Nash like to sing about? ______",1
"What does Todd look like under his mask? ______",1
"What does Ven have to do now? ______",1
"What doesn't go there? ______",1
"What doesn't work that way? ______",1
"What else does Diamanda Hagan have to live with every day? ______",1
"What hot, trendy new dance will feature in Paw's next Dance Spectacular? ______",1
"What is as low as the standards of the 90's Kid? ______",1
"What is hidden in Linkara's hat? ______",1
"What is in Sci Fi Guy's vest? ______",1
"What is literally the only thing tastier than a dragon's soul? ______",1
"What is Snowflame's only known weakness? ______",1
"What is the name of the next new Channel Awesome contributor? ______",1
"What is the real reason Demo Reel failed? ______",1
"What killed Harvey Finevoice's son? ______",1
"What made Dodger ban someone from the RDA chat this week? ______",1
"What new upgrade did Nash give Laura? ______",1
"What the fuck is wrong with you? ______",1
"What was the first sign that Linkara was turning evil? ______",1
"What will Nash try to kill next with his hammer? ______",1
"What will Tara name her next hippo? ______",1
"What's holding up the site redesign? ______",1
"What's really inside the Plot Hole? ______",1
"What's the real reason nobody has ever played the TGWTG Panel Drinking Game? ______",1
"What's up next on WTFIWWY? ______",1
"When Arlo The Orc turns into a werewolf, he likes to snack on ______.",1
"When interviewing Linkara, be sure to ask him about ______!",1
"When is the next History of Power Rangers coming out? ______",1
"When not reviewing or ruling Haganistan with an iron fist, Hagan's hobby is ______.",1
"When the JesuOtaku stream got to the ""awful part of the night,"" the GreatSG video featured ______.",1
"Where'd he purchase that? ______",1
"Who REALLY called Oancitizen to help him snap out of his ennui? ______",1
"Whose ass did Zodann kick this time? ______",1
"Why can't Film Brain stop extending his final vowels? ______",1
"Why did Nash go to Chicago? ______",1
"Why does Linkara have all of those Cybermats? ______",1
"Why doesn't Doug ever attend MAGFest? ______",1
"Why doesn't Film Brain have an actual reviewer costume? ______",1
"Why was Radio Dead Air shut down this time? ______",1
"Write Linkara's next storyline as a haiku. ______, ______, ______",3
"You may be a robot, but I AM ______!",1
"______ and ______ are in the worst comic Linkara ever read.",2
"______ and ______ would make awesome siblings.",2
"______ did ______ to avoid ______.",3
"______ didn't make it onto the first AT4W DVD.",1
"______ is only on the site because of ______.",2
"______ is part of the WTFIWWY wheelhouse.",1
"______ is something else Diamanda Hagan has to live with every day.",1
"______ is the reason Linkara doesn't like to swear.",1
"______ is the reason that ______ picked ""AIDS.""",2
"______ is the subject of the Critic's newest review.",1
"______ is the subject of the missing short from The Uncanny Valley.",1
"______ is the theme of this year's anniversary crossover.",1
"______ needs more gay.",1
"______ should be on TGWTG.",1
"______ was completely avoidable!",1
"______ was the first thing to go when Hagan took over the world.",1
"______ will be Linkara's next cosplay.",1
"______ will be the subject of the next TGWTG panel at MAGFest.",1
"______ will live!",1
"______ wound up in this week's top WTFIWWY story.",1
"______! What are you doing here?",1
"______! You know, for kids.",1
"______. With onions.",1
